2019-01-14 16:12:02.531 [restartedMain] INFO  com.hwj.MindMapApplication -Starting MindMapApplication on huoweiji with PID 13248 (C:\Users\Administrator\git\Mind-Map\target\classes started by Administrator in C:\Users\Administrator\git\Mind-Map)
2019-01-14 16:12:12.016 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/login/verifyCode],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.LoginController.verifyCode(java.lang.String) throws java.lang.Exception
2019-01-14 16:12:12.017 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/login/ifLogin],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.LoginController.ifLogin(javax.servlet.http.HttpServletRequest)
2019-01-14 16:12:12.018 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/login/updatePwd],methods=[GET]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.LoginController.updatePwd(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest) throws java.lang.Exception
2019-01-14 16:12:12.023 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/mindmap/setColor],methods=[GET]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.MindMapController.setColor(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest) throws java.lang.Exception
2019-01-14 16:12:12.024 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/mindmap/newMap],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.MindMapController.newMap(java.lang.String,javax.servlet.http.HttpServletRequest) throws java.lang.Exception
2019-01-14 16:12:12.025 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/mindmap/modifyNode],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.MindMapController.modifyNode(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest) throws java.lang.Exception
2019-01-14 16:12:12.025 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/mindmap/addNode],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.MindMapController.addNode(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest) throws java.lang.Exception
2019-01-14 16:12:12.025 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/mindmap/deleteNode],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.MindMapController.deleteNode(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest) throws java.lang.Exception
2019-01-14 16:12:12.026 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/mindmap/getChildMap],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.MindMapController.getChildMap(java.lang.String,java.lang.String) throws java.lang.Exception
2019-01-14 16:12:12.026 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/mindmap/openMap],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.MindMapController.openMap(java.lang.String) throws java.lang.Exception
2019-01-14 16:12:12.027 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/mindmap/getMyMap],methods=[GET]}" onto public com.hwj.util.ResultBean<org.springframework.data.domain.Page<com.hwj.entity.MindMap>> com.hwj.controller.MindMapController.getMyMap(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest) throws java.lang.Exception
2019-01-14 16:12:12.027 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/mindmap/saveMapPosition],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.MindMapController.saveMapPosition(java.lang.String,javax.servlet.http.HttpServletRequest) throws java.lang.Exception
2019-01-14 16:12:12.027 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/robots.txt]}" onto public java.lang.String com.hwj.controller.RobotsController.robots(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2019-01-14 16:12:12.029 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/shareMap/share],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.ShareMapController.shareMap(java.lang.String,javax.servlet.http.HttpServletRequest)
2019-01-14 16:12:12.029 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/shareMap/getShareMap],methods=[GET]}" onto public com.hwj.util.ResultBean<org.springframework.data.domain.Page<com.hwj.entity.ShareMap>> com.hwj.controller.ShareMapController.getShareMap(java.lang.String,java.lang.String)
2019-01-14 16:12:12.030 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/shareMap/delete],methods=[GET]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.ShareMapController.deleteShareMap(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
2019-01-14 16:12:12.031 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/zsd/getZsd],methods=[GET]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.ZsdController.getZsd(java.lang.String) throws java.lang.Exception
2019-01-14 16:12:12.032 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/zsd/delZsd],methods=[GET]}" onto public com.hwj.util.ResultBean com.hwj.controller.ZsdController.delZsd(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
2019-01-14 16:12:12.032 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/zsd/save],methods=[POST]}" onto public com.hwj.util.ResultBean<java.util.Map<java.lang.String, java.lang.Object>> com.hwj.controller.ZsdController.saveZsd(java.lang.String,javax.servlet.http.HttpServletRequest) throws java.lang.Exception
2019-01-14 16:12:12.035 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2019-01-14 16:12:12.035 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2019-01-14 16:12:12.134 [restartedMain] INFO  o.s.w.s.h.SimpleUrlHandlerMapping -Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-01-14 16:12:12.134 [restartedMain] INFO  o.s.w.s.h.SimpleUrlHandlerMapping -Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-01-14 16:12:12.167 [restartedMain] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver -Detected @ExceptionHandler methods in repositoryRestExceptionHandler
2019-01-14 16:12:12.168 [restartedMain] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver -Detected ResponseBodyAdvice implementation in org.springframework.boot.actuate.autoconfigure.EndpointWebMvcHypermediaManagementContextConfiguration$ActuatorEndpointLinksAdvice
2019-01-14 16:12:12.711 [restartedMain] INFO  o.s.b.a.w.WebMvcAutoConfiguration$WelcomePageHandlerMapping -Adding welcome page: class path resource [templates/index.html]
2019-01-14 16:12:13.361 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerAdapter -Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@58e1b6cc: startup date [Mon Jan 14 16:12:02 CST 2019]; root of context hierarchy
2019-01-14 16:12:13.370 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerAdapter -Detected ResponseBodyAdvice bean in org.springframework.boot.actuate.autoconfigure.EndpointWebMvcHypermediaManagementContextConfiguration$ActuatorEndpointLinksAdvice
2019-01-14 16:12:13.386 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}/{property}],methods=[GET],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryPropertyReferenceController.followPropertyReference(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,java.lang.String,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler) throws java.lang.Exception
2019-01-14 16:12:13.386 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}/{property}/{propertyId}],methods=[GET],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryPropertyReferenceController.followPropertyReference(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,java.lang.String,java.lang.String,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler) throws java.lang.Exception
2019-01-14 16:12:13.387 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}/{property}],methods=[DELETE],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<? extends org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryPropertyReferenceController.deletePropertyReference(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,java.lang.String) throws java.lang.Exception
2019-01-14 16:12:13.387 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}/{property}],methods=[GET],produces=[application/x-spring-data-compact+json || text/uri-list]}" onto public org.springframework.http.ResponseEntity<org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryPropertyReferenceController.followPropertyReferenceCompact(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,java.lang.String,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler) throws java.lang.Exception
